StoreProductID|Stock|Price|Cost|DistributorID
10745826|531|1.4414|1.3104|10
14295862|81|768.4107|698.5552|10
14295968|4218|527.8750|479.8864|10
14104535|13|887.2248|806.5680|10
14421706|33|544.1990|494.7264|10
14022021|11|430.2021|391.0928|10
14421290|67|309.9589|281.7808|10
14432699|1484|1.1704|1.0640|10
14429934|1340|3.6714|3.3376|10
14429898|1422|1.6755|1.5232|10
14697860|297|22.3854|20.3504|10
14429754|295|10.8539|9.8672|10
14431086|410|3.7946|3.4496|10
14429752|235|6.2339|5.6672|10
12790094|22|373.0373|339.1248|10
8872288|129|222.5608|202.3280|10
10947507|16|58.1750|52.8864|10
11643431|25|84.9341|77.2128|10
13276533|76|30.6645|27.8768|10
14440872|58|4.3982|3.9984|10
14441018|64|15.0674|13.6976|10
14441458|65|15.0674|13.6976|10
14442295|720|30.9725|28.1568|10
10809223|61|2312.6734|2102.4304|10
14435151|3899|430.9166|391.7424|10
14636313|30|20.4389|18.5808|10
13613999|15|53.7645|48.8768|10
11008703|17|438.2840|398.4400|10
13303237|12|41.9866|38.1696|9
13219544|112|656.2371|596.5792|9
13614086|215|1032.7363|938.8512|9
13614082|297|942.9358|857.2144|9
13623528|301|13.1208|11.9280|9
10737835|265|211.7438|192.4944|9
13829943|25|38.5986|35.0896|9
10899714|20|12.8498|11.6816|9
10899431|37|14.2542|12.9584|9
13939597|57|368.3680|334.8800|9
13946011|11|595.7213|541.5648|9
13959461|40|317.9299|289.0272|9
14003982|200|24.9850|22.7136|9
14015798|287|46.0522|41.8656|9
14020917|186|34.5206|31.3824|9
14015968|60|17.7901|16.1728|9
14021450|114|6467.0390|5879.1264|9
14022586|24|6095.1722|5541.0656|9
13325802|53|8.8704|8.0640|9
14051316|17|14.9688|13.6080|9
14051376|28|8.7842|7.9856|9
10928525|40|7.2072|6.5520|9
14093331|13|1200.1158|1091.0144|9
14177552|391|1755.8094|1596.1904|9
8893519|13|1961.0483|1782.7712|9
8893512|225|1441.6618|1310.6016|9
14272830|29|20.9810|19.0736|9
14295537|412|829.0005|753.6368|9
14295972|705|743.4011|675.8192|9
12540442|659|1.6509|1.5008|9
14296784|31|24.9850|22.7136|9
14295822|162|637.0179|579.1072|9
14295842|182|557.2090|506.5536|9
14295868|127|75.6571|68.7792|9
14295821|163|34.5453|31.4048|9
14295891|142|34.5453|31.4048|9
14296302|17|26.6605|24.2368|9
12116936|20|83.0738|75.5216|9
13618416|15|22.5702|20.5184|9
13618191|12|22.5702|20.5184|9
14430480|40|2274.6416|2067.8560|9
14430405|15|4.4352|4.0320|9
11012355|25|90.1824|81.9840|9
10963271|49|84.6754|76.9776|9
14715736|561|440.2552|400.2320|9
14812911|132|168.7101|153.3728|9
14874569|26|30.4058|27.6416|9
14872873|517|701.9443|638.1312|9
14882118|10|83.9608|76.3280|9
14023569|16|1046.5347|951.3952|9
10862569|1537|244.7614|222.5104|9
9280970|32|43.0461|39.1328|9
9280967|57|43.0461|39.1328|9
13944222|411|425.9763|387.2512|9
4790971|11|35.6787|32.4352|9
4454238|11|34.0648|30.9680|9
9801534|10|44.0563|40.0512|9
1791695|33|146.3862|133.0784|9
1396507|18|29.7158|27.0144|9
1553540|40|2.5010|2.2736|9
6513374|602|215.6862|196.0784|9
4743290|102|241.9278|219.9344|9
10857317|177|212.8157|193.4688|9
6711351|56|94.8517|86.2288|9
1561683|36|214.1955|194.7232|9
6513100|1018|239.6733|217.8848|9
10966230|24|13.6013|12.3648|9
9943398|113|195.8510|178.0464|9
10835254|1549|140.2262|127.4784|9
15124713|18|67.8093|61.6448|9
15156669|20|234.3264|213.0240|9
15206279|1413|532.1501|483.7728|9
15305492|19|1295.8546|1178.0496|9
13310395|13|990.0845|900.0768|9
13317170|129|1374.3822|1249.4384|9
13939178|2391|298.7107|271.5552|9
13317345|291|1169.6485|1063.3168|9
12375324|166|587.3437|533.9488|9
13324586|202|1038.7608|944.3280|9
13307271|652|620.9157|564.4688|9
12354525|537|50.3395|45.7632|9
12281597|535|1501.9066|1365.3696|9
10809410|1248|132.5755|120.5232|9
10810718|23|2366.1422|2151.0384|9
12322763|109|1161.2586|1055.6896|9
13310909|1492|526.9141|479.0128|9
15393445|38|228.7824|207.9840|9
11076755|27|62.1421|56.4928|9
15564196|13|3908.0888|3552.8080|9
10007767|398|26.9438|24.4944|10
13827509|15|490.7426|446.1296|10
13830986|258|10.7923|9.8112|10
13831841|346|15.3014|13.9104|10
13841641|22|21.8926|19.9024|10
13831898|11|2860.9134|2600.8304|10
11739981|187|20.4389|18.5808|10
12184919|701|29.3339|26.6672|10
13916429|107|20.4389|18.5808|10
12326053|159|18.5416|16.8560|10
13911339|105|53.2963|48.4512|10
13914709|20|126.5634|115.0576|10
11839363|27|165.3590|150.3264|10
13940141|423|24.8002|22.5456|10
13942159|14|134.8054|122.5504|10
13992671|15|24.9234|22.6576|10
14016396|41|209.2182|190.1984|10
14021125|12|620.3613|563.9648|10
14016332|27|602.1030|547.3664|10
14021089|10|1207.7789|1097.9808|10
14015965|22|770.4805|700.4368|10
14027729|98|58.7048|53.3680|10
11032700|58|288.1278|261.9344|10
14049329|342|19.6874|17.8976|10
14049452|93|26.2416|23.8560|10
14049326|129|9.9669|9.0608|10
14049456|115|9.9669|9.0608|10
14021451|54|3179.7674|2890.6976|10
14062437|57|16.2131|14.7392|10
13828382|547|351.8469|319.8608|10
14003657|423|18.5416|16.8560|10
14098583|215|157.2402|142.9456|10
14098842|23|33.5843|30.5312|10
14102108|1000|110.3872|100.3520|10
13827695|291|236.6179|215.1072|10
13827660|32|525.8422|478.0384|10
14049350|52|135.6309|123.3008|10
14107902|32|20.3403|18.4912|10
14107612|50|13.6629|12.4208|10
14107604|50|20.9317|19.0288|10
14107625|49|20.3403|18.4912|10
14107538|49|25.5394|23.2176|10
14036281|17|469.7862|427.0784|10
14108887|52|576.2187|523.8352|10
14084308|39|122.8797|111.7088|10
14122144|20|134.8054|122.5504|10
14104581|10|650.5946|591.4496|10
14125540|86|328.4389|298.5808|10
13958793|847|19.6134|17.8304|10
14168709|77|22.3978|20.3616|10
14177765|22|3118.6725|2835.1568|10
11989793|48|225.6778|205.1616|10
14193978|161|163.8930|148.9936|10
11076172|12|141.2611|128.4192|10
14246062|12|845.2998|768.4544|10
14295959|149|1079.0842|980.9856|10
13306091|80|411.1800|373.8000|9
13332160|22|303.9714|276.3376|9
13218154|52|662.8776|602.6160|9
13219981|34|961.9086|874.4624|9
10810515|16|130.3826|118.5296|9
13829800|18|553.6608|503.3280|9
13830032|17|303.9714|276.3376|9
13829938|23|146.5587|133.2352|9
13998049|140|606.2302|551.1184|9
13829345|563|28.2744|25.7040|9
13905527|438|503.8880|458.0800|9
13920918|13|137.0723|124.6112|9
13939405|14|528.5526|480.5024|9
13988417|53|29.3586|26.6896|9
14015846|218|46.0522|41.8656|9
14020912|334|34.5206|31.3824|9
14001883|31|39.7813|36.1648|9
11526875|80|140.1277|127.3888|9
14053479|13|2.4024|2.1840|9
14051366|34|3.8685|3.5168|9
14053497|16|6.0738|5.5216|9
14051328|15|6.3694|5.7904|9
14053499|11|9.2646|8.4224|9
14051374|19|1.9712|1.7920|9
10978535|10|8.5870|7.8064|9
14113237|48|218.7662|198.8784|9
12741769|74|1607.3658|1461.2416|9
12179375|91|1072.5053|975.0048|9
14272829|68|15.9421|14.4928|9
14272826|85|29.3709|26.7008|9
11085656|28|25.1821|22.8928|9
14295820|506|743.4011|675.8192|9
14295905|947|34.6069|31.4608|9
14295927|172|557.2090|506.5536|9
14295903|76|34.9642|31.7856|9
14295869|814|75.6571|68.7792|9
14295966|210|34.5453|31.4048|9
14396915|575|119.5656|108.6960|9
14262908|598|345.0832|313.7120|9
14430403|15|2317.5891|2106.8992|9
10949637|30|149.7866|136.1696|9
10963325|13|58.6062|53.2784|9
14720872|68|373.8011|339.8192|9
10971261|36|56.7706|51.6096|9
14440436|1002|610.4190|554.9264|9
14804707|232|1628.1126|1480.1024|9
12734732|142|10.5582|9.5984|9
14872258|149|731.8819|665.3472|9
13324965|18|38.7464|35.2240|9
10808677|749|99.1144|90.1040|9
9953544|135|130.7275|118.8432|9
13923443|20|601.9675|547.2432|9
4453687|12|18.9358|17.2144|9
4454698|44|18.8866|17.1696|9
5564483|14|88.1126|80.1024|9
4748281|30|49.7974|45.2704|9
13019483|18|39.8675|36.2432|9
11478922|20|70.4950|64.0864|9
15097323|10|20.4635|18.6032|9
1529308|42|2.2176|2.0160|9
3007192|20|10.4720|9.5200|9
899385|84|149.8728|136.2480|9
11282601|10|469.0101|426.3728|9
6450105|16|422.6253|384.2048|9
894876|3644|7.1210|6.4736|9
4246956|54|83.1230|75.5664|9
9982573|432|138.7109|126.1008|9
12355090|50|35.0874|31.8976|9
9928427|20|495.3872|450.3520|9
10838919|10|449.7046|408.8224|9
11545446|120|75.9528|69.0480|9
15157670|10|184.4674|167.6976|9
15195123|536|140.3002|127.5456|9
9922149|19|0.7515|0.6832|9
15305493|20|1315.6405|1196.0368|9
13031012|13|77.1848|70.1680|9
14177967|127|787.0509|715.5008|9
14192045|76|1459.9693|1327.2448|9
13311678|814|562.1616|511.0560|9
13933940|13|251.7222|228.8384|9
14441985|41|1047.1384|951.9440|9
12349980|387|1946.6216|1769.6560|9
14273207|63|18.0118|16.3744|9
14137409|10|6197.7608|5634.3280|9
15433719|75|402.0016|365.4560|9
15204714|10|876.4078|796.7344|9
10017488|27|302.6408|275.1280|10
9957125|100|59.9122|54.4656|10
13932848|20|20.8085|18.9168|10
13829448|145|36.7013|33.3648|10
13829625|79|22.3362|20.3056|10
13827307|21|551.9483|501.7712|10
13831838|273|10.7923|9.8112|10
13831836|266|10.7923|9.8112|10
13831506|110|15.3014|13.9104|10
12184918|11|29.3339|26.6672|10
12326052|33|29.3339|26.6672|10
13620072|350|166.8251|151.6592|10
13825456|182|928.3120|843.9200|10
13906246|506|2.6611|2.4192|10
13911340|115|53.2963|48.4512|10
13910894|117|53.2963|48.4512|10
13935650|52|69.8790|63.5264|10
11283093|288|21.6832|19.7120|10
13946051|10|71.5053|65.0048|10
13955628|26|137.0970|124.6336|10
13217554|25|329.0179|299.1072|10
12808850|58|388.9547|353.5952|10
14021099|13|280.1691|254.6992|10
13836083|11|12.9237|11.7488|10
14027705|41|139.9182|127.1984|10
14027576|29|374.0968|340.0880|10
14049687|345|30.4304|27.6640|10
14049686|35|33.5843|30.5312|10
14054005|25|130.7152|118.8320|10
14022671|21|266.2598|242.0544|10
14005230|29|1646.4941|1496.8128|10
14017432|20|1360.7933|1237.0848|10
14062438|52|19.8968|18.0880|10
14068795|11|16.2131|14.7392|10
13828448|199|351.8469|319.8608|10
14098621|61|201.5675|183.2432|10
14021864|34|29.3339|26.6672|10
14098841|23|33.5843|30.5312|10
14098623|33|117.2864|106.6240|10
14099859|387|49.8098|45.2816|10
14104716|283|222.3267|202.1152|10
14001873|810|282.2758|256.6144|10
14107906|47|15.1782|13.7984|10
14107904|50|18.3075|16.6432|10
14107632|48|15.1782|13.7984|10
14107759|49|25.5394|23.2176|10
14084310|66|86.2893|78.4448|10
14123875|17|176.8536|160.7760|10
14135243|16|1519.5734|1381.4304|10
14140639|73|36.2331|32.9392|10
14176235|85|36.2331|32.9392|10
14162046|178|22.1514|20.1376|10
11989791|299|185.6501|168.7728|10
14201458|11|355.4197|323.1088|10
15457379|42|724.7363|658.8512|10
14804417|248|420.9498|382.6816|10
12396879|18|18.5539|16.8672|10
14295300|60|284.0622|258.2384|10
14295290|173|338.1840|307.4400|10
13302025|10|19.6997|17.9088|9
9347005|35|11.7902|10.7184|9
13328279|25|162.8458|148.0416|9
12808658|18|297.7990|270.7264|9
13613503|39|215.1811|195.6192|9
13618624|71|30.3318|27.5744|9
12733316|75|13.0469|11.8608|9
13830034|29|38.5986|35.0896|9
13830036|29|515.6659|468.7872|9
13825350|20|66.5157|60.4688|9
13329455|12|411.1800|373.8000|9
13330005|14|94.8394|86.2176|9
11016759|10|25.9829|23.6208|9
13826088|5553|567.9520|516.3200|9
14015849|355|34.5206|31.3824|9
14020914|196|34.5206|31.3824|9
14020915|172|29.6050|26.9136|9
14015812|157|41.1242|37.3856|9
14021683|89|16.2870|14.8064|9
13962195|107|5619.9528|5109.0480|9
14035983|11|228.4374|207.6704|9
14005096|11|92.0550|83.6864|9
14017430|251|697.5214|634.1104|9
14051327|16|8.1928|7.4480|9
14051331|14|4.7309|4.3008|9
14052055|13|3.8685|3.5168|9
15390599|52|2040.5246|1855.0224|9
14097287|155|18.5170|16.8336|9
14107417|10|17.0878|15.5344|9
14121268|10|20.4635|18.6032|9
14177548|38|580.1734|527.4304|9
14177550|526|282.4606|256.7824|9
12179373|151|1250.3814|1136.7104|9
12179379|89|2483.2315|2257.4832|9
12179380|37|2979.0622|2708.2384|9
14135181|1246|180.1923|163.8112|9
14272905|72|29.3709|26.7008|9
14272827|52|37.7608|34.3280|9
